title,timestamp_first,timestamp_end,def_first,def_end,label
Pedri,2021-10-06T18:14:44Z,2021-10-31T23:00:20Z,"Pedro González López (born 25 November 2002), known as Pedri, is a Spanish professional footballer who plays as a central midfielder for La Liga club Barcelona and the Spain national team.","Pedro González López (born 25 November 2002), known as Pedri, is a Spanish professional footballer who plays as a central midfielder for La Liga club Barcelona and the Spain national team.",0
Leandro Bacuna,2021-10-02T16:22:42Z,2021-10-21T06:36:53Z,Leandro Jones Johan Bacuna (born 21 August 1991) is a professional footballer who plays for EFL Championship club Cardiff City as a midfielder or right-back.,Leandro Jones Johan Bacuna (born 21 August 1991) is a professional footballer who plays for EFL Championship club Cardiff City as a midfielder or right-back.,0
University of Chicago Booth School of Business,2021-10-19T20:33:16Z,2021-10-31T23:16:18Z,The University of Chicago Booth School of Business (Chicago Booth or Booth) is the graduate business school of the University of Chicago.,The University of Chicago Booth School of Business (Chicago Booth or Booth) is the graduate business school of the University of Chicago.,0
Super Smash Bros. Ultimate,2021-10-04T23:45:40Z,2021-10-30T13:44:18Z,Super Smash Bros. Ultimate is a 2018 crossover fighting game developed by Bandai Namco Studios and Sora Ltd. and published by Nintendo for the Nintendo Switch.,Super Smash Bros. Ultimate is a 2018 crossover fighting game developed by Bandai Namco Studios and Sora Ltd. and published by Nintendo for the Nintendo Switch.,0
Park Street station (MBTA),2021-10-18T17:45:04Z,2021-10-24T18:05:41Z,"Park Street is an MBTA transit station in Boston, Massachusetts.","Park Street is the transfer point between the Green and Red Lines, as one of the quartet of ""hub stations"" on the MBTA subway system.",1
ASEAN,2021-10-04T03:51:36Z,2021-10-28T03:30:34Z,ASEAN's primary objective was to accelerate economic growth and through that social progress and cultural development.,"ASEAN is an economic union comprising 10 member states in Southeast Asia, which promotes intergovernmental cooperation and facilitates economic, political, security, military, educational, and sociocultural integration between its members and other countries in Asia.",1
Super Crooks,2021-10-21T23:18:09Z,2021-11-01T15:03:18Z,Super Crooks is an upcoming anime series based on the comic book series of the same name by writer Mark Millar and artist Leinil Francis Yu.,Super Crooks is an upcoming Japanese superhero anime series based on the comic book series of the same name by writer Mark Millar and artist Leinil Francis Yu.,0
Nancy Oestreich Lurie,2021-10-31T03:48:08Z,2021-10-31T03:49:40Z,"Nancy Oestreich Lurie was an American anthropologist who specialized in the study of North American Indian history and culture, with research specialties in ethnohistory, action anthropology and museology.","Nancy Oestreich Lurie was an American anthropologist who specialized in the study of North American Indian history and culture, focusing on ethnohistory, action anthropology, museology, and the comparative study of territorial minorities.",1
Bill Bruford,2021-10-02T06:17:59Z,2021-10-29T20:04:47Z,"William Scott Bruford is an English retired drummer, composer, producer, record label owner and musicologist who first gained prominence as a founding member of the progressive rock band Yes.",William Scott Bruford is an English former drummer and percussionist who first gained prominence as a founding member of the progressive rock band Yes.,0
Majid bin Abdullah Al Qasabi,2021-10-02T19:30:15Z,2021-10-10T23:54:53Z,Majid bin Abdullah Al Qasabi is the minister of commerce and investment and acting minister of media of Saudi Arabia.,Majid bin Abdullah Al Qasabi is the minister of commerce and acting minister of media of Saudi Arabia.,0
Răzvan Raț,2021-10-05T12:31:59Z,2021-10-05T20:55:45Z,Răzvan Dincă Raț (Romanian pronunciation: ; born 26 May 1981) is a Romanian former footballer who mainly played as a left-back.,Răzvan Dincă Raț (Romanian pronunciation: ; born 26 May 1981) is a Romanian former footballer who mainly played as a left-back.,0
Senga Nengudi,2021-10-29T22:50:36Z,2021-10-31T05:00:24Z,Senga Nengudi is an African-American visual artist and curator best known for her abstract sculptures that combine found objects and choreographed performance.,Senga Nengudi is an African-American visual artist and curator best known for her abstract sculptures that combine found objects and choreographed performance.,0
Human Appeal,2021-10-19T14:11:30Z,2021-10-25T22:20:07Z,Human Appeal is a British international development and relief charity based in Manchester established in 1991.,"Human Appeal is a British international development and relief charity based in Manchester, established in 1991, which runs targeted poverty relief programmes in emergency response and sustainable development.",1
Vít Rakušan,2021-10-03T13:05:32Z,2021-10-27T13:45:42Z,Vít Rakušan is a Czech pedagogue and politician who has served as the leader of the Mayors and Independents (STAN) political party since 2019 and an elected representative of the Central Bohemia Region since 2012.,Vít Rakušan is a Czech pedagogue and politician who has served as the leader of the Mayors and Independents (STAN) political party since 2019.,0
Hadia Tajik,2021-10-02T21:40:20Z,2021-10-30T17:11:10Z,"Hadia Tajik is a Pakistani-Norwegian jurist, journalist and politician from the Labour Party.","Hadia Tajik is a Pakistani-Norwegian jurist, journalist and politician from the Labour Party.",0
Robin van Roosmalen,2021-10-13T09:27:00Z,2021-10-19T16:36:00Z,Van Roosmalen is the former Glory Featherweight Champion and former Glory Lightweight Champion.,Van Roosmalen is the former Glory Featherweight Champion and former Glory Lightweight Champion.,0
Nanque,2021-10-02T16:17:14Z,2021-10-02T16:18:00Z,Nanque was established in 1969 to produce sportswear for the most popular sports in Argentina.,Nanque was established in 1969 to produce sportswear for the most popular sports in Argentina.,0
Markus Stockhausen,2021-10-13T17:20:29Z,2021-10-13T17:20:58Z,"Markus Stockhausen (born May 2, 1957) is a German trumpeter and composer.","Markus Stockhausen (born May 2, 1957) is a German trumpeter and composer.",0
The Lark (theater),2021-10-05T18:04:12Z,2021-10-19T21:20:52Z,"The Lark, formerly Lark Play Development Center is a non-profit organization with the stated mission of ""discover(ing) and develop(ing) new voices for the American theater.","The Lark, formerly Lark Play Development Center is a non-profit organization with the stated mission of ""discover(ing) and develop(ing) new voices for the American theater.""",0
Katia Bellillo,2021-10-13T16:48:38Z,2021-10-19T08:41:26Z,"Katia Bellillo (born 17 February 1951, Foligno) is an Italian politician and former minister.","Katia Bellillo (born 17 February 1951, Foligno) is an Italian politician and former minister.",0
Nadine Schön,2021-10-09T18:36:04Z,2021-10-16T16:13:17Z,Nadine Schön is a German politician of the Christian Democratic Union (CDU) who served as a member of the German Parliament from 2009 to 2021.,Nadine Schön is a German politician of the Christian Democratic Union (CDU) who has been serving as a member of the German Parliament since 2009.,1
Indianapolis Motor Speedway,2021-10-02T17:56:21Z,2021-10-28T09:43:23Z,"NASCAR Cup SeriesVerizon 200 NASCAR Xfinity Series Pennzoil 150 The Indianapolis Motor Speedway is an automobile racing circuit located in Speedway, Indiana (an enclave suburb of Indianapolis) in the United States. I","NASCAR Cup SeriesVerizon 200 NASCAR Xfinity Series Pennzoil 150 The Indianapolis Motor Speedway is an automobile racing circuit located in Speedway, Indiana (an enclave suburb of Indianapolis) in the United States.",0
Artyom Loskutov,2021-10-18T02:53:15Z,2021-10-28T09:46:29Z,"Artyom Loskutov (born September 15, 1986) is a Russian performance artist and an activist.","Artyom Loskutov (born September 15, 1986) is a Russian performance artist and an activist.",0
"Bastos (footballer, born 1991)",2021-10-03T18:27:27Z,2021-10-30T19:05:37Z,"Bartolomeu Jacinto Quissanga, known as Bastos (born November 23, 1991), is an Angolan professional footballer who plays as a centre-back for Russian club Rostov, on loan from Saudi club Al-Ain.","Bartolomeu Jacinto Quissanga, known as Bastos (born November 23, 1991), is an Angolan professional footballer who plays as a centre-back for Russian club Rostov, on loan from Saudi club Al-Ain.",0
Sofia Gubaidulina,2021-10-21T10:43:49Z,2021-10-24T15:32:07Z,"Sofia Asgatovna Gubaidulina (Russian: Софи́я Асгáтовна Губaйду́лина listen (help·info), Tatar: София Әсгать кызы Гобәйдуллина; born 24 October 1931) is a Tatar-Russian composer and an established international figure.","Sofia Asgatovna Gubaidulina (Russian: Софи́я Асгáтовна Губaйду́лина listen (help·info), Tatar: София Әсгать кызы Гобәйдуллина; born 24 October 1931) is a Soviet-Russian composer and an established international figure.",0
Bundestag,2021-10-01T11:03:23Z,2021-10-31T09:10:15Z,The Bundestag is the German federal parliament which is directly elected by the German people and is comparable to a lower house of legislatures.,"The Bundestag is the German federal parliament, a lower house of legislatures directly elected by the German people, and is the historical successor to the earlier Reichstag.",0
Zombie College,2021-10-01T02:47:49Z,2021-10-04T19:42:16Z,"Zombie College is an American-Canadian-British adult Flash cartoon series created by television writer Eric Kaplan and directed by John Rice for Fox, BBC One and Teletoon DeTour.","Zombie College is an American-Canadian-British adult Flash cartoon series created by television writer Eric Kaplan and directed by John Rice for Fox, BBC One and Teletoon DeTour. ",0
Cartoon Network Studios,2021-10-01T11:08:53Z,2021-10-31T20:52:17Z,Coordinates are numerical information that identifies a location on the Earth's surface.,Coordinates are a set of numbers used to identify a specific location on the Earth's surface.,0
Raymond Queneau,2021-10-28T15:41:13Z,2021-10-31T15:49:44Z,"Raymond Queneau (French: ; 21 February 1903 – 25 October 1976) was a French novelist, poet, critic, editor and co-founder and president of Oulipo (Ouvroir de littérature potentielle), notable for his wit and cynical humour.","Raymond Queneau (French: ; 21 February 1903 – 25 October 1976) was a French novelist, poet, critic, editor and co-founder and president of Oulipo (Ouvroir de littérature potentielle), notable for his wit and cynical humour.",0
Andrei Chindriș,2021-10-26T19:43:41Z,2021-10-29T10:18:03Z,Chindriș is a Romanian professional footballer who plays as a central defender for Primeira Liga club Santa Clara.,Andrei Chindriș is a Romanian professional footballer who plays as a centre-back for Primeira Liga club Santa Clara.,0
National Council of the Judiciary (Poland),2021-10-28T23:41:14Z,2021-10-29T01:24:41Z,The National Council of the Judiciary (Polish: Krajowa Rada Sądownictwa) is the national council of the judiciary of Poland. I,The National Council of the Judiciary (Polish: Krajowa Rada Sądownictwa) is the national council of the judiciary of Poland.,0
Maxis,2021-10-02T15:34:37Z,2021-10-24T22:58:14Z,Maxis is an American video game developer and a division of Electronic Arts (EA).,Maxis is an American video game developer and a division of Electronic Arts (EA).,0
Kudirat Kekere-Ekun,2021-10-20T08:59:06Z,2021-10-31T11:09:26Z,Justice Kudirat Kekere-Ekun is a Nigerian jurist and Justice of the Supreme Court of Nigeria.,Justice Kudirat Kekere-Ekun is a Nigerian jurist and Justice of the Supreme Court of Nigeria.,0
ScummVM,2021-10-10T14:05:07Z,2021-10-14T19:47:25Z,ScummVM is a re-implementation of the part of the software used to interpret the scripting languages such games used to describe the game world rather than emulating the hardware the games ran on.,ScummVM is a re-implementation of the part of the software used to interpret the scripting languages such games used to describe the game world rather than emulating the hardware the games ran on.,0
Casey Spooner,2021-10-06T00:37:56Z,2021-10-29T14:23:31Z,"Casey Spooner is an American artist and musician, and one of two members of electroclash performance group Fischerspooner.","Casey Spooner (born February 2, 1970) is an American musician and artist.",0
Frank LoCascio,2021-10-04T17:32:51Z,2021-10-23T19:36:02Z,"Frank ""Frankie Loc"" Locascio (born September 24, 1933) was a New York mobster who became the Consigliere to the Gambino crime family boss John Gotti.",LoCascio was a mobster in New York who became the Consigliere to the Gambino crime family boss John Gotti.,0
