title,timestamp_first,timestamp_end,def_first,def_end,label,comment
Vladimir Viktorovich Dubatolov,2021-09-25T22:14:41Z,2021-09-28T11:52:34Z,"Vladimir Viktorovich Dubatolov is a Russian entomologist, lepidopterist, Doctor of Biological Sciences, full member of the Russian Entomological Society, member of the European Lepidopterological Society, curator of the insect collection of the Siberian Zoological Museum, leading researcher at the Institute of Systematics and Ecology of Animals SB RAS, and leading researcher of the Federal State Budgetary Institution ""Zapovednoye Priamurye"".","Vladimir Viktorovich Dubatolov (born 1958) is a Russian entomologist, lepidopterist, Doctor of Biological Sciences, full member of the Russian Entomological Society, member of the European Lepidopterological Society, curator of the insect collection of the Siberian Zoological Museum, leading researcher at the Institute of Systematics and Ecology of Animals SB RAS, and leading researcher of the Federal State Budgetary Institution ""Zapovednoye Priamurye"".",0,
Aleksander Kask (weightlifter),2021-09-09T09:04:40Z,2021-09-09T13:16:10Z,Aleksander Kask was an Estonian weightlifter who competed in the men's featherweight event at the 1928 Summer Olympics.,Aleksander Kask was an Estonian weightlifter who competed in the men's featherweight event at the 1928 Summer Olympics.,0,
Rosa 'Abbaye de Cluny',2021-09-25T15:56:24Z,2021-09-26T00:53:23Z,"Rosa 'Abbaye de Cluny' (aka MEIbrinpay) is an apricot blend hybrid tea rose, bred by Alain Meilland before 1993.","Rosa 'Abbaye de Cluny' (aka MEIbrinpay) is an apricot blend hybrid tea rose, bred by Alain Meilland before 1993.",0,
Cinderella,2021-09-01T18:27:37Z,2021-09-28T17:38:45Z,"""Cinderella"", or ""The Little Glass Slipper"", is a folk tale with thousands of variants throughout the world.","The story of Cinderella is a folk tale with thousands of variants throughout the world, in which the protagonist is a young woman living in forsaken circumstances that are suddenly changed to remarkable fortune, with her ascension to the throne via marriage.",1,
Joey Fatone,2021-09-02T15:07:14Z,2021-09-29T04:21:05Z,"Joseph Anthony Fatone Jr. is an American singer, dancer, actor, and television personality best known as a member of the boyband NSYNC, in which he sang baritone.","Joseph Anthony Fatone Jr. is an American singer, dancer, actor, and television personality, best known as a member of the boyband NSYNC, in which he sang baritone.",0,
Tom Arnold (actor),2021-09-20T19:34:00Z,2021-09-23T17:46:36Z,"Thomas Duane Arnold (born March 6, 1959) is an American actor, comedian and television host.","Thomas Duane Arnold is an American actor and comedian best known for his roles on Roseanne, The Jackie Thomas Show and The Tom Show.",1,
Phi Nhung,2021-09-20T16:38:00Z,2021-09-30T17:48:36Z,Phạm Phi Nhung is a Vietnamese-American singer who specialises in Dan Ca and Tru Tinh music.,Phạm Phi Nhung (10 April 1970 – 28 September 2021) was a Vietnamese-American singer who specialised in Dan Ca and Tru Tinh music.,0,
Toyota Tundra,2021-09-15T20:34:04Z,2021-09-30T04:32:18Z,The Toyota Tundra is a pickup truck manufactured in the United States by the Japanese manufacturer Toyota since May 1999.,The Toyota Tundra is a pickup truck manufactured in the United States by the Japanese manufacturer Toyota since May 1999.,0,
Queen Wongyeong,2021-09-18T21:13:51Z,2021-09-26T18:37:17Z,"Queen Wongyeong was the primary wife of Taejong of Joseon, and the mother of Sejong the Great.",Queen Wongyeong of the Yeoheung Min clan was the primary wife of Taejong of Joseon and the mother of Sejong the Great.,0,
Dying Light 2,2021-09-01T03:57:22Z,2021-09-24T23:19:35Z,Dying Light 2 Stay Human is an upcoming survival horror action role-playing game developed and published by Techland.,Dying Light 2 Stay Human is an upcoming survival horror action role-playing game developed and published by Techland.,0,
Jihadism,2021-09-02T01:00:59Z,2021-09-30T23:42:35Z,"Political Militant Islam portal ' is a neologism referring to ""militant Islamic movements that are perceived as existentially threatening to the West"" and ""rooted in political Islam"".","Jihadism is a neologism referring to ""militant Islamic movements that are perceived as existentially threatening to the West"" and ""rooted in political Islam"".",0,
University of Ottawa,2021-09-02T05:51:34Z,2021-09-26T23:33:19Z,"The University of Ottawa (French: Université d'Ottawa) is a bilingual public research university in Ottawa, Ontario, Canada.","The University of Ottawa (French: Université d'Ottawa) is a bilingual public research university in Ottawa, Ontario, Canada.",0,
Blue zone,2021-09-08T22:07:31Z,2021-09-14T05:47:47Z,Blue Zones are regions of the world where a higher than usual number of people live much longer than average.,Blue Zones are regions of the world where a higher than usual number of people live much longer than average.,0,
Codrin Ștefănescu,2021-09-21T21:10:13Z,2021-09-22T21:31:58Z,"Codrin Ștefănescu (b. 20 December 1968, Craiova) is a Romanian politician, former deputy between 2000 and 2004.","Codrin Ștefănescu is a Romanian politician, former deputy between 2000 and 2004 and the founder and incumbent President of the Alliance for the Fatherland (APP).",1,
Mushfiqur Rahim,2021-09-01T09:40:18Z,2021-09-24T17:42:35Z,"Mushfiqur Rahim (Bengali: মুশফিকুর রহিম; born 9 May 1987), known as 'Mushi' or 'Mushfiq', is a Bangladeshi cricketer and the former captain and vice-captain of the Bangladesh national cricket team.","Mushfiqur Rahim (Bengali: মুশফিকুর রহিম; born 9 May 1987), known as 'Mushi' or 'Mushfiq', is a Bangladeshi cricketer and the former captain and vice-captain of the Bangladesh national cricket team.",0,
Zou Xuexiao,2021-09-27T15:47:24Z,2021-09-28T10:00:59Z,"Zou Xuexiao is a Chinese botanist and an academician of the Chinese Academy of Engineering, currently serving as president of Hunan Agricultural University.","Zou Xuexiao is a Chinese botanist and an academician of the Chinese Academy of Engineering, currently serving as president of Hunan Agricultural University.",0,
Kim Larsen,2021-09-17T01:27:55Z,2021-09-17T01:29:30Z,Kim Mellius Flyvholm Larsen (23 October 1945 – 30 September 2018) was a Danish rock and pop musician.,Kim Larsen was a Danish rock and pop musician who sold over 5 million albums.,0,
Marek Ženíšek,2021-09-15T23:59:19Z,2021-09-16T12:27:07Z,"Marek Ženíšek is a Czech politician and political scientist who was the Vice-Chairman of TOP 09 from 2009 to 2019, the Member of the Chamber of Deputies from 2013 to 2017, the Deputy Minister of Justice, and the First Deputy Minister of Health.",Marek Ženíšek (born on 26 November 1978) is a Czech politician and political scientist.,0,
Chris Bittle,2021-09-10T08:43:37Z,2021-09-22T03:29:29Z,Christopher Joseph Bittle MP is a Canadian Liberal politician who was elected to represent the riding of St. Catharines in the House of Commons of Canada in the 2015 federal election and currently serves as the Parliamentary Secretary to the Minister of Environment and Climate Change.,Christopher Joseph Bittle MP is a Canadian Liberal politician who was elected to represent the riding of St. Catharines in the House of Commons of Canada in the 2015 federal election.,0,
Richard Lehoux,2021-09-16T21:47:59Z,2021-09-24T13:21:43Z,"Richard Lehoux MP (born 1956) is a Canadian politician who was elected to represent the riding of Beauce in the House of Commons of Canada in the 2019 Canadian federal election and gained national attention by defeating incumbent Maxime Bernier, the leader of the People's Party of Canada and who held the seat for over 13 years.",Richard Lehoux MP (born 1956) is a Canadian politician who is the Member of Parliament for the Quebec electoral district of Beauce.,0,
Achref Gannouni,2021-09-19T09:31:20Z,2021-09-27T16:33:56Z,Achref Gannouni is a Tunisian professional basketball player for Étoile Sportive de Radès and the Tunisian national team.,Achref Gannouni is a Tunisian professional basketball player for Étoile Sportive de Radès and the Tunisian national team.,0,
Mohsin Dawar,2021-09-01T13:33:23Z,2021-09-15T14:27:17Z,Mohsin Javed Dawar is a Pakistani politician who has been a member of the National Assembly of Pakistan since August 2018 and a leader of the Pashtun Tahafuz Movement.,Mohsin Javed Dawar (Pashto: محسن جاوېد داوړ; Urdu: محسن جاوید داوڑ) is a Pakistani politician who is the chairman of the National Democratic Movement (NDM).,0,
Lust for a Vampire,2021-09-19T00:50:01Z,2021-09-19T00:53:15Z,"""Lust for a Vampire (also known as Love for a Vampire or To Love a Vampire) is a 1971 British Hammer Horror film directed by Jimmy Sangster, starring Ralph Bates, Barbara Jefford, Suzanna Leigh, Michael Johnson, and Yutte Stensgaard.""","Lust for a Vampire (also known as Love for a Vampire or To Love a Vampire) is a 1971 British Hammer Horror film directed by Jimmy Sangster, starring Ralph Bates, Barbara Jefford, Suzanna Leigh, Michael Johnson, and Yutte Stensgaard.",0,
Elena Lilik,2021-09-12T09:57:37Z,2021-09-26T15:48:40Z,Elena Apel is a German slalom canoeist who has competed at the international level since 2014.,Elena Apel is a German slalom canoeist who has competed at the international level since 2014 and won three medals at the 2021 World Championships in Bratislava.,1,
Kenneth Good (political scientist),2021-09-23T23:02:40Z,2021-09-24T15:05:29Z,"Kenneth Alfred Good (born 1933, died Nov 2020) was an Australian academic and formerly Professor of Political Science at the University of Botswana.",Kenneth Alfred Francis Good was an Australian academic and formerly Professor of Political Science at the University of Botswana who specialized in the analysis of the political economy of African and Melanesian nations.,1,
XPeng P7,2021-09-18T18:39:42Z,2021-09-29T21:05:16Z,"The Xpeng P7 is a battery-powered mid-sized sedan made by Chinese electric car company Xpeng, which started deliveries in the Chinese market on 29 June 2020.","The XPeng P7 is a battery-powered mid-size sedan made by Chinese electric car company XPeng Motors, which started deliveries in the Chinese market on 29 June 2020.",0,
Amy B. Heimberger,2021-09-22T04:46:39Z,2021-09-30T22:44:14Z,Amy B. Heimberger is an American neurosurgeon and physician-scientist.,Amy B. Heimberger is an American neurosurgeon and physician-scientist.,0,
Gilbert O'Sullivan,2021-09-28T19:09:20Z,2021-09-29T16:50:22Z,"Raymond Edward ""Gilbert"" O'Sullivan is an Irish singer-songwriter who achieved his most significant success during the early 1970s with hits including ""Alone Again (Naturally)"", ""Clair"", and ""Get Down"".","Raymond Edward ""Gilbert"" O'Sullivan is an Irish singer-songwriter who achieved his most significant success during the early 1970s with hits including ""Alone Again (Naturally)"", ""Clair"", and ""Get Down"".",0,
A38 road,2021-09-23T11:12:23Z,2021-09-29T13:24:50Z,"The A38 is a major A-class trunk road in England that runs from Bodmin in Cornwall to Mansfield in Nottinghamshire, and is 292 miles (470 km) long.","The A38, parts of which are known as Devon Expressway, Bristol Road and Gloucester Road, is a major A-class trunk road in England.",0,
United 93 (film),2021-09-10T00:04:15Z,2021-09-28T03:42:02Z,"United 93 is a 2006 docudrama thriller film written, co-produced, and directed by Paul Greengrass.",United 93 is a 2006 docudrama thriller film written and directed by Paul Greengrass.,0,
Angela Merkel,2021-09-01T03:33:28Z,2021-10-01T15:48:04Z,Angela Dorothea Merkel is a German politician serving as Chancellor of Germany since 2005.,Angela Dorothea Merkel MdB (née Kasner; born 17 July 1954) is a German politician serving as the chancellor of Germany since 2005.,0,
North Asia,2021-09-02T08:19:46Z,2021-09-05T14:00:01Z,"North Asia or Northern Asia, also referred to as Siberia, is the northern region of Asia, which is defined in geographical terms and is coextensive with the Asian part of Russia, and consists of three Russian regions east of the Ural Mountains: Ural, Siberia and the Russian Far East.","North Asia or Northern Asia, also referred to as Siberia, is the northern region of Asia, which is defined in geographical terms and is coextensive with the Asian part of Russia, and consists of three Russian regions east of the Ural Mountains: Ural, Siberia and the Russian Far East.",0,
Liudmila Samsonova,2021-09-01T01:03:21Z,2021-09-27T04:23:22Z,Liudmila Dmitriyevna Samsonova is a Russian tennis player who also competed for Italy from 2014 to 2018 and has a career high WTA ranking of world No.,Liudmila Dmitriyevna Samsonova is a Russian tennis player.,0,
Aníbal Fernández,2021-09-02T23:29:00Z,2021-09-23T10:39:43Z,"Aníbal Domingo Fernández (born January 9, 1957) is an Argentine Justicialist Party politician, lawyer, and certified public accountant who has been a close ally, to the former Presidents Néstor Kirchner and Cristina Fernández de Kirchner.","Aníbal Domingo Fernández is an Argentine Justicialist Party politician, lawyer, and certified public accountant who has served as Argentina's Minister of Security since 2021.",1,
