title,timestamp_first,timestamp_end,def_first,def_last,label
Chie Nakane,2021-11-06T04:46:28Z,2021-11-14T16:05:23Z," Chie Nakane (中根 千枝, Nakane Chie, November 30, 1926 – November 12, 2021) was a Japanese anthropologist and Professor Emerita of Social Anthropology at the University of Tokyo."," Chie Nakane (中根 千枝, Nakane Chie, November 30, 1926 – October 12, 2021) was a Japanese anthropologist and Professor Emerita of Social Anthropology at the University of Tokyo.",1
Peter Buck,2021-11-21T08:41:46Z,2021-11-26T22:02:30Z," Peter Lawrence Buck (born December 6, 1956) is an American musician and songwriter."," Peter Lawrence Buck (born December 6, 1956) is an American musician and songwriter.",0
Benigno Aquino Sr.,2021-11-03T13:02:08Z,2021-11-22T14:09:13Z," Benigno Simeon ""Igno"" Aquino Sr. (September 3, 1894 – December 20, 1947), also known as Benigno S. Aquino or Benigno S. Aquino Sr. , was a Filipino politician who served as Speaker of the National Assembly of the Japanese-sponsored puppet state in the Philippines from 1943 to 1944."," Benigno Simeon ""Igno"" Aquino Sr. (September 3, 1894 – December 20, 1947), also known as Benigno S. Aquino or Benigno S. Aquino Sr. , was a Filipino politician who served as Speaker of the National Assembly of the Japanese-sponsored puppet state in the Philippines from 1943 to 1944.",0
Alex Hitz,2021-11-11T10:31:03Z,2021-12-01T12:53:28Z," Alex Hitz (born February 10, 1969) is an American celebrity chef, cookbook author, socialite and philanthropist, and founder of the luxury gourmet food product line The Beverly Hills Kitchen."," Alex Hitz (born February 10, 1969) is an American celebrity chef, author of two cookbooks, philanthropist, socialite, columnist.",0
Thirty Years' War,2021-11-01T22:43:43Z,2021-11-25T09:40:11Z,Maximum Actual The Thirty Years' War was a conflict fought largely within the Holy Roman Empire from 1618 to 1648.,Maximum Actual The Thirty Years' War was a conflict fought largely within the Holy Roman Empire from 1618 to 1648.,0
Fernando Ikoma,2021-11-08T17:14:13Z,2021-11-29T14:59:31Z," Fernando Ikoma (Martinópolis, January 22, 1945) is a Brazilian painter and comic book artist of Japanese descent."," Fernando Ikoma (Martinópolis, January 22, 1945) is a Brazilian painter and comic book artist of Japanese descent.",0
Augusto Zweifel,2021-11-28T19:29:27Z,2021-11-29T12:46:30Z," Augusto Zweifel (1921 – 25 November 2021) was an Italian professional footballer who played for Novara, as well as Swiss club Chiasso."," Augusto Zweifel (12 July 1921 – 25 November 2021) was an Italian professional footballer who played for Novara, as well as Swiss club Chiasso.",0
Victoire Jasmin,2021-11-25T09:59:47Z,2021-11-27T17:13:25Z,Victoire Jasmin (born 23 December 1955) is a French Socialist politician.,Victoire Jasmin (born 23 December 1955) is a French Socialist politician.,0
Rapunzel,2021-11-09T01:48:58Z,2021-11-28T05:18:56Z," Rapunzel (/rəˈpʌnzəl/ rə-PUN-zəl, German: (listen)) is a German fairy tale recorded by the Brothers Grimm and first published in 1812 as part of Children's and Household Tales (KHM 12)."," Rapunzel (/rəˈpʌnzəl/ rə-PUN-zəl, German: (listen)) is a German fairy tale recorded by the Brothers Grimm and first published in 1812 as part of Children's and Household Tales (KHM 12).",0
The High Note,2021-11-08T11:25:02Z,2021-11-09T01:22:51Z,The High Note is a 2020 American comedy-drama film directed by Nisha Ganatra and written by Flora Greeson.,The High Note is a 2020 American comedy-drama film directed by Nisha Ganatra and written by Flora Greeson.,0
Gonçalo Guedes,2021-11-07T20:55:11Z,2021-11-29T00:09:27Z,Gonçalo Manuel Ganchinho Guedes (European Portuguese: ; born 29 November 1996) is a Portuguese footballer who plays as a winger and occasionally as a second striker for La Liga club Valencia and the Portugal national team.,Gonçalo Manuel Ganchinho Guedes (European Portuguese: ; born 29 November 1996) is a Portuguese footballer who plays as a winger and occasionally as a second striker for La Liga club Valencia and the Portugal national team.,0
Marguerite van Eeden,2021-11-18T17:22:31Z,2021-11-21T22:29:49Z," Marguerite van Eeden (born 6 June 1999), is a South African actress and model.",Marguerite van Eeden (born 6 June) is a South African actress and photographer.,0
Georgiy Roedov,2021-11-17T03:05:29Z,2021-11-17T14:55:29Z,Georgiy Roedov (Russian: Гео́ргий Алексе́евич Ру́дов; 1 March 1939 – 14 November 2021) was a Russian diplomat.,Georgiy Roedov (Russian: Гео́ргий Алексе́евич Ру́дов; 1 March 1939 – 14 November 2021) was a Russian diplomat.,0
Hellevoetsluis Lighthouse,2021-11-14T20:13:46Z,2021-11-23T20:08:11Z," The Hellevoetsluis Lighthouse is a lighthouse in Hellevoetsluis, the Netherlands."," The Hellevoetsluis Lighthouse is a lighthouse in Hellevoetsluis, the Netherlands.",0
Dirty Hands,2021-11-15T03:42:13Z,2021-11-15T04:39:51Z,Dirty Hands (French: Les mains sales) is a play by Jean-Paul Sartre. ,Dirty Hands (French: Les mains sales) is a play by Jean-Paul Sartre.,0
Bob Gill (artist),2021-11-11T14:00:37Z,2021-11-16T21:18:54Z," Bob Gill (January 17, 1931 – November 10, 2021) was an American illustrator and graphic designer."," Robert Charles Gill (January 17, 1931 – November 9, 2021) was an American illustrator and graphic designer.",1
Zuzu-Vető,2021-11-03T01:57:50Z,2021-11-29T02:30:36Z," Zuzu-Vető are two artists composed of Lóránt Méhes Zuzu and János Vető NahTe, who work together as a collaborative art duo."," Zuzu-Vető are two artists composed of Lóránt Méhes Zuzu and János Vető NahTe, who work together as a collaborative art duo.",0
Max Cleland,2021-11-07T03:45:53Z,2021-11-15T17:36:38Z," Joseph Maxwell Cleland (born August 24, 1942) is an American politician from the state of Georgia."," Joseph Maxwell Cleland (August 24, 1942 – November 9, 2021) was an American politician from Georgia.",1
Bob Bondurant,2021-11-13T23:07:49Z,2021-11-27T02:33:37Z," | }} Robert ""Bob"" Bondurant (born April 27, 1933 in Evanston, Illinois, died 13 November 2021) was an American former racecar driver who raced for the Shelby American, Ferrari and Eagle teams."," Robert ""Bob"" Bondurant (April 27, 1933 – November 12, 2021) was an American racecar driver who raced for the Shelby American, Ferrari, and Eagle teams.",1
Old Dominion Freight Line,2021-11-09T14:50:24Z,2021-11-18T22:17:00Z," Old Dominion Freight Line, Inc. is an American less than truckload shipping (LTL) company."," Old Dominion Freight Line, Inc. (ODFL) is an American regional, inter-regional and national less than truckload shipping (LTL) company.",1
Markus Dohle,2021-11-02T16:31:34Z,2021-11-10T17:11:52Z,Markus Dohle (born 28 June 1968) is a German businessperson who is the chief executive officer of Penguin Random House.,Markus Dohle (born 28 June 1968) is a German businessperson who is the chief executive officer of Penguin Random House.,0
Matty Cash,2021-11-01T04:14:12Z,2021-11-25T17:26:50Z,Matthew Stuart Cash (born 7 August 1997) is an English-Polish professional footballer who plays as a right-back for Premier League club Aston Villa.,Matthew Stuart Cash (born 7 August 1997) is a professional footballer who plays as a right-back for Premier League club Aston Villa and the Poland national team.,1
Termux,2021-11-01T16:43:18Z,2021-12-01T23:23:35Z,Termux is a terminal emulator for Android that allows for running a Linux environment on an android device.,Termux is a terminal emulator for Android which allows for running a Linux environment on an Android device.,0
Sirivennela Seetharama Sastry,2021-11-14T06:23:27Z,2021-12-01T17:52:35Z," Chembolu Seetharama Sastry (born 20 May 1955), known popularly as Sirivennela Seetharama Sastry, is an Indian poet and lyricist known for his works in Telugu cinema and Telugu theatre."," Chembolu Seetharama Sastry (20 May 1955 – 30 November 2021), known professionally as Sirivennela Seetharama Sastry, was an Indian poet and lyricist known for his works in Telugu cinema and Telugu theatre.",1
Sara Sálamo,2021-11-22T17:07:04Z,2021-11-28T09:36:04Z," Sara Ainhoa Concepción Sálamo (born 20 January 1992), simply known as Sara Sálamo, is a Spanish actress known for her performance in television series such as Arrayán, B&b, de boca en boca and Brigada Costa del Sol."," Sara Ainhoa Concepción Sálamo (born 20 January 1992), simply known as Sara Sálamo, is a Spanish actress known for her performance in television series such as Arrayán, B&b, de boca en boca and Brigada Costa del Sol.",0
Bernard Morel (fencer),2021-11-30T22:59:19Z,2021-12-01T08:58:24Z,Bernard Morel (born 30 March 1925) is a French fencer.,Bernard Morel (born 30 March 1925) is a French fencer.,0
Distantiella,2021-11-12T08:27:26Z,2021-11-14T13:29:28Z," Distantiella is a genus of African bugs, of the family Miridae or ""capsids""; this genus is placed in the subtribe Odoniellina: which has been included in tribes Dicyphini or Monaloniini.","Distantiella is a genus of African bugs, of the family Miridae or ""capsids"", named after William Lucas Distant.",0
"Bossier City, Louisiana",2021-11-04T02:45:55Z,2021-11-30T04:36:36Z,Bossier City (/ˈboʊʒər/ BOH-zhər) is a city in Bossier Parish in the northwestern region of the U. S. state of Louisiana in the United States.,Bossier City (/ˈboʊʒər/ BOH-zhər) is a city in Bossier Parish in the northwestern region of the U. S. state of Louisiana in the United States.,0
Demi Lovato,2021-11-01T17:20:51Z,2021-11-24T22:05:25Z," Demetria Devonne Lovato (/ləˈvɑːtoʊ/ lə-VAH-toh; born August 20, 1992) is an American singer, songwriter, and actor."," Demetria Devonne Lovato (/ləˈvɑːtoʊ/ lə-VAH-toh; born August 20, 1992) is an American singer, songwriter, and actor.",0
Mirko Bajić,2021-11-11T09:21:20Z,2021-11-19T09:52:31Z,Mirko Bajić (Serbian Cyrillic: Мирко Бајић; born 13 June 1950) is a politician in Serbia from the country's Bunjevac national minority community.,Mirko Bajić (Serbian Cyrillic: Мирко Бајић; born 13 June 1950) is a politician in Serbia from the country's Bunjevac national minority community.,0
Yonge Street,2021-11-01T01:04:48Z,2021-11-26T02:07:32Z," Yonge StreetYonge Street (Extension)Yonge Street (/jʌŋ/; ""young"") is a major arterial route in the Canadian province of Ontario connecting the shores of Lake Ontario in Toronto to Lake Simcoe, a gateway to the Upper Great Lakes."," Yonge Street (/jʌŋ/; ""young"") is a major arterial route in the Canadian province of Ontario connecting the shores of Lake Ontario in Toronto to Lake Simcoe, a gateway to the Upper Great Lakes.",0
Krasnodar,2021-11-07T22:13:39Z,2021-11-20T02:21:07Z," Krasnodar (/ˌkrɑːsnəˈdɑːr, -noʊ-/; Russian: Краснода́р, IPA: ), formerly Yekaterinodar (until 1920), is the largest city and the administrative centre of Krasnodar Krai."," Krasnodar (/ˌkrɑːsnəˈdɑːr, -noʊ-/; Russian: Краснода́р, IPA: ), formerly Yekaterinodar (until 1920), is the largest city and the administrative centre of Krasnodar Krai.",0
Honoré Daumier,2021-11-09T19:11:50Z,2021-11-17T18:48:03Z," Honoré-Victorin Daumier (French: ; February 26, 1808 – February 10, 1879) was a French painter, sculptor, and printmaker, whose many works offer commentary on the social and political life in France, from the Revolution of 1830 to the fall of the second Napoleonic Empire in 1870."," Honoré-Victorin Daumier (French: ; February 26, 1808 – February 10, 1879) was a French painter, sculptor, and printmaker, whose many works offer commentary on the social and political life in France, from the Revolution of 1830 to the fall of the second Napoleonic Empire in 1870.",0
Portrait of Home,2021-11-24T23:59:53Z,2021-12-01T16:00:18Z,Portrait of Home (Chinese: 同心圆) is a Chinese language drama serial which was filmed for and broadcast on Singapore's Mediacorp TV Channel 8 in 2005.,Portrait of Home (Chinese: 同心圆) is a Chinese language drama serial which was filmed for and broadcast on Singapore's Mediacorp TV Channel 8 in 2005.,0
Exposition Universelle (1900),2021-11-01T12:47:16Z,2021-11-30T17:38:09Z," The Exposition Universelle of 1900, better known in English as the 1900 Paris Exposition, was a world's fair held in Paris, France, from 14 April to 12 November 1900, to celebrate the achievements of the past century and to accelerate development into the next."," The Exposition Universelle of 1900, better known in English as the 1900 Paris Exposition, was a world's fair held in Paris, France, from 14 April to 12 November 1900, to celebrate the achievements of the past century and to accelerate development into the next.",0
Domenico De Sole,2021-11-04T15:49:55Z,2021-12-01T04:44:11Z," Domenico De Sole (born 1944) is an Italian American businessman, chairman of Tom Ford International, former Chairman of Sotheby's, and former president and CEO of Gucci Group."," Domenico De Sole (born 1944) is an Italian businessman, chairman of Tom Ford International, former Chairman of Sotheby's, and former president and CEO of Gucci Group.",0
I Still Believe (film),2021-11-07T01:46:38Z,2021-11-19T23:14:56Z,"I Still Believe is a 2020 American Christian romantic drama film directed by the Erwin brothers and starring KJ Apa, Britt Robertson, Shania Twain, Melissa Roxburgh, and Gary Sinise.","I Still Believe is a 2020 American Christian romantic drama film directed by the Erwin brothers and starring KJ Apa, Britt Robertson, Shania Twain, Melissa Roxburgh, and Gary Sinise.",0
